crew_id,name,role,base,qualified_types,weekly_max_duty_hrs,leave_status,sccm_certified,experience_months
CC014,CC. Zara Khan,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC015,CC. Aisha Kapoor,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC016,CC. Meera Shah,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC017,CC. Priya Desai,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC018,CC. Nisha Jain,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
CC019,CC. Kavya Menon,Cabin Crew,DEL,"A320,A321,B737,B777,A350",80,Available,true,24
CC020,CC. Riya Bansal,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC021,CC. Aarav Sharma,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC022,CC. Vihaan Patel,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC023,CC. Arjun Singh,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC024,CC. Rohan Kumar,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
CC025,CC. Ishaan Gupta,Cabin Crew,DEL,"A320,A321,B737,B777,A350",80,Available,true,24
CC026,CC. Advait Joshi,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC027,CC. Aarush Verma,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC028,CC. Reyansh Reddy,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC029,CC. Vivaan Iyer,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC030,CC. Atharv Nair,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
CC031,CC. Arnav Rao,Cabin Crew,DEL,"A320,A321,B737,B777,A350",80,Available,true,24
CC032,CC. Kabir Malhotra,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC033,CC. Anaya Choudhury,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC034,CC. Zara Khan,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC035,CC. Aisha Kapoor,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC036,CC. Meera Shah,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
CC037,CC. Priya Desai,Cabin Crew,DEL,"A320,A321,B737,B777,A350",80,Available,true,24
CC038,CC. Nisha Jain,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC039,CC. Kavya Menon,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC040,CC. Riya Bansal,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC041,CC. Aarav Sharma,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC042,CC. Vihaan Patel,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
CC043,CC. Arjun Singh,Cabin Crew,DEL,"A320,A321,B737,B777,A350",80,Available,true,24
CC044,CC. Rohan Kumar,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC045,CC. Ishaan Gupta,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC046,CC. Advait Joshi,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC047,CC. Aarush Verma,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC048,CC. Reyansh Reddy,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
CC049,CC. Vivaan Iyer,Cabin Crew,DEL,"A320,A321,B737,B777,A350",80,Available,true,24
CC050,CC. Atharv Nair,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC051,CC. Arnav Rao,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC052,CC. Kabir Malhotra,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC053,CC. Anaya Choudhury,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC054,CC. Zara Khan,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
CC055,CC. Aisha Kapoor,Cabin Crew,DEL,"A320,A321,B737,B777,A350",80,Available,true,24
CC056,CC. Meera Shah,Cabin Crew,BOM,"A320,A321,B737,B777,A350",80,Available,false,6
CC057,CC. Priya Desai,Cabin Crew,BLR,"A320,A321,B737,B777,A350",80,Available,true,24
CC058,CC. Nisha Jain,Cabin Crew,MAA,"A320,A321,B737,B777,A350",80,Available,false,6
CC059,CC. Kavya Menon,Cabin Crew,CCU,"A320,A321,B737,B777,A350",80,Available,true,24
CC060,CC. Riya Bansal,Cabin Crew,HYD,"A320,A321,B737,B777,A350",80,Available,false,6
